Comments,Label
مردم ولایت نیمروز افغانستان بیش از یک هفته است که دست به تظاهرات زده و خواستار برکناری والی این ولایت هستند,0
"واکنش ارگ به ایجاد ایتلاف بزرگ  ملی
خیلی جالبه کسانی که
دریایخزر را به روسیه فروخته اند 
خلیجفارس را به چین 
خاک کشور را به امارات 
برق کشور را به افغانستان 
آب کشور را به عراق
گاز کشور را به ترکیه
و بودجه کشور را به لبنان و یمن و سوریه داده اند
حالا با پررویی تما به ما میگویند وطن فروش",0
"شما مردم هم ايطور بخيل استيد كه هيچ نگو 
اشرف غنی رئیس جمبور آینده کشور ما می خواهد سازمان فضایی ناسا با ریاست انرژی اتمی افغانستان وصل نموده و از طریق آن تمام افغانستان را از برق فضایی مستفید سازد",0
هيچ ائتلافي در افغانستان پايدار نمانده است شماري با نزديك شدن انتخابات سازش و گرد هم مي ايند تا وزن سياسي و قيمت سياسي شان بلند برود و با نزديك شدن انتخابات جذب تكت هاي نيرومندتر سياسي شوند در  سال گذشته كرزي احمد ضيا محقق غني دوستم  پدران معامله سياسي بوده اند,0
مفهوم صلح نزد مردم عام و دولت افغانستان و امریکاییها معانی متفاوت و جداگانه دارد مردم عام افغانستان صلح را به معنی توقف جنگ تعبیر میکنند درحالیکه امریکاییها صلح را از دید در امن بودن سفارتخانه پایگاههای نظامی ادارات ملکی اتباع شان میبینند عدم درک این تناقض,0
به گزارش سیگار در یازده سال گذشته بیش از  بیلیون دالر در افغانستان حیف و میل شده است,0
دوستان تا وارد یک فرودگاه کشور بیگانه حتی افغانستان نشدی درک نمی کنی که چه کرده اند با ارزش و اعتبار شمابرخورد با یک وبایی و طاعون زده به مراتب از یک ایرانی بالاتره,0
"عمران خان صدراعظم پاکستان شد اما آیا اردو موجودیت یک پشتون را تحمل میکند یا خیر 
اگردر پاکستان اقلیتها میتوانند در افغانستان چرا نی",0
گروه های خاص در فیسبوک دنبال تجزیه افغانستان است ایا غنی هم همین را میخواهد,0
واقعا چی فکرمیکنید  مردم بیگناه و غیرنظامی افغانستان و کودکان و زنان در افغانستان توسط طالبان و داعش سلاخی و کشته شدند   بدلیل اینکه دوستان وهمکاران مون در اتحادیه اروپا بفکر منافع شخصی خودشون بودند وبه خودشون فقط فکر می کردند درحالی که به تعهدات خودشون پایبندنبودند,0
"در وضعیت الان حتی به اون کسی که توی افغانستان و پاکستان هم زندگی میکنه حسرت میخورم
چی کشیدیم اینجا همه عمر شد دلهره و اضطراب که چی قراره به سرمون بیاد",0
"دیشب یک خانم مسن افغانستانی با پای لنگان که گفت ماشین بهم زده با یه دختر سه ساله کنار خیابون منتظر یه ماشین بود ببرتش به حاشیه شهر که محل سکونتش بود 
تو راه گفت شوهرم داشت ازسرکار میومد گرفتنش گفتن کارت نداری عودتش دادن افغانستان میگفت اربعین هم لب مرز نذاشتن رد بشیم",0
تمام مشگلات ما دلیلش انگشت تو سوراخ زنبور کردنه اخه چرا ما بجای اینکه سر مون تو کار خودمون باشه تو امورات تمام کشورها دخالت میکنم مثال سوریه عراق یمن  لبنان اسرائیل عربستان کویت بوسنی هرزه گوین لیبی الجزایر فلسطین پاکستان افغانستان قطر ابوظبی ,0
فیلم ساختن راجع به حمله به سفارت ایران تو افغانستان بوسیله طالبانبه این فکر میکنم پس سفارت امریکا و عربستانو من حمله کردم ,0
تاثیر جنگ سوریه بر افغانستان,0
"افغانستان به لحاظ وضعیت امنیتی و ثبات سیاسی در لبه ی پرتگاه قرار دارد 
اگر همکاران بین المللی در عرصه اقتصاد همگانی و اشتغال برای شهروندان کمک نکند  سیاست گذاران افغانستان توانایی انرا نخواهد داشت",0
شاید درهم شکستن اتحاد جماهیر شوروی از شکست شان در افغانستان شروع شد شوروی ناپلوئن و هیتلر را شکست داد اما خودش در افغانستان شکست خورد,0
آخرخط افغانستان دومین کشور بد در حفظ سرمایه گذاریهای کوچک است,0
بغیر از افراد چی چیزی در درون سیستم انتخابات کشور  کدام پالیسی کدام طرزالعمل کدام روش  تغیر یافته است که مردم افغانستان را از برگزاری انتخابات شفاف پارلمانی و ریاست جمهوری مطمئن بسازد,0
"بعد از خوابیدن گردوخاک جنگ تو کشورهای همسایه متوجه میشیم مردم اون کشور بیشترین نارضایتی رو از ایران دارند
عراقسوریهافغانستان
بعضی کشورها جنگ داخلی ندیدند ولی اسناد زیادی از نفوذ و حمایت مستقیم جا برای برهم زدن امنیت اونا هست
ترکیهبحرینعربستانپاکستانآذربایجانتاجیکستان",0
افغانستان فاقد یک رهبر ملی است که همه مردم افغانستان مثلی برادر خود دوست داشته باشد,0
دولت افغانستان در طی  سالی گذشته نتوانسته است یک درصد از منابع طبعی خود را استخراج نماید و حاصل آنرا به جیب بیت المال بریزد,0
"رفتم صرافی به یارو گفتم ارض میخام یارو هم صدتا افغانی شمرد  بعد گفت خیلی از هموطناتون دارن برمیگردن افغانستان دیگه اینجا نمیصرفه نه 
من",0
دیگه یه جوری شده اونایی هم که توان رفتن ندارن دارن میرن ترکیه گرجستان ارمنستان ایران شده افغانستان    سال پیش ,0
وضعیت کشور شده مثل افغانستان طالبان تو خیابون افرادی که با اعتقاداتشون همسو نیستن یا حجاب ندارن رو کتک میزنن یا با خودشون میبرن بهشون گوشمالی میدن مردم کشور بخاطر بی ارزش بودن پول و کم بوون حقوق دنبال اینن هرجور شده از کشور برن تا بتونن تو کشورای دیگه کار کنن,0
خبرها حاکیست ششصد خانواده مهاجر که قصد رفتن از کشور جمهوری اسلامی به کشور لائیک ترکیه را داشته اند طی بیست چهار ساعت گذشته لب مرز دستگیر شده و مدارک شان باطل و خودشان به کشور اسلامی افغانستان دیپورت شده است,0
فرماندهی مرکزی نیروی هوایی امریکا می گوید که بمباران نظامیان امریکایی در افغانستان به صورت بیسابقه ای افزایش یافته است,0
راه های غرب کابل از مسیرهای ولایت های مرکزی افغانستان بامیان دایکندی غور و بدتر است,0
کسانی که به صفوف نیروهای امنیتی افغان می پیوندند به خاطر کدام مفکوره خاص نیست مگر برای رفع فقر بیکاری و مشکلات اقتصادی شان امریکایی ها و دولت افغانستان از این نقطه ضعف سوء استفاده نموده و مردم را در این جنگ برای بدست آوردن اهداف شوم شان درگیر می سازند,0
یه سری وقتا هم هست که واقعا ارزو میکنی کاش تو افغانستان بدنیا میومدی جا ایران ,0
کاغذواز جنوب آسیا و نفت در خاورمیانه از نمونهها هستند ساده لوحان ما همچنان منتظر مرحمت پدرانه از سیستم سرمایهداری خواهند ماند زیرا به خود اجازه ندادند حداقل یک سوال درباره سرنوشت و احساس مردمان عراق و افغانستان در این باره بپرسند,0
"از دستاوردهای اقتصادی مفکر دوم جهان
افغانستان در زمینهی حمایت از تجارتهای کوچک از رتبهی  به رتبهی  سقوط کرده است",0
نفت بده افغانستان تریاک بگیر چای هم از هند بیاد شلام لوحانی,0
"این افغان ها بازاریابیشون ضعیفه
من جای جا بودم همه ی تریاک و هرویین افغانستان و میخریدم به تمام دنیا رسما صادر میکردم
دیگه به فروش نفت احتیاجی نبود که هیچ همه ی دشمنامم عملی میشدن",0
 هرچند هنوز آمار دقیقی سالانه از مقدار هزینه درمانی وجود ندارد اما گفته میشود که بیش از   میلیون دالر سالانه برای خرید دوا به خارج از کشور منتقل میشود  افغانستان تنها  درصد از داروی مورد نیاز کشور را تولید میکند و  درصد دیگر از بیرون وارد میشود,0
من نژاد پرست نیستم ولی اینکه یه سری افغانی بیسواد و بی فرهنگ از دهاتای افغانستان پاشن بیان اینجا به ناموسمون هیزی کنن یکم اذیتم میکنه و نمیتونم قبول کنم,0
انتخابات اينده بايد تغير اساسى و بنيادى را به همراه داشته باشدبدون تغير نمى توان به اينده كشور دل بست نه مردم و نه جهان ميتواند اين وضعيت را تحمل كند امروز مردم افغانستان با وجود محبت و دلبستگى به وطن و جغرافيايى شان حتى صحبت از تجزيه با هدف رسيدن به صلح مى زنندكه ناگوار است,0
"از ساعت پنج بعدازظهر آب خونمون قطعه
اونوقت کسکشای ننه قحبه واسه آمریکا شاخ و شونه میکشن یکی نیست بهشون بگه شما با این وضعیت با افغانستان هم نمیتونین کلکل کنین زن و بچه تون و گاییدم
کیرم تو کس خارمادر اونیکه بیاد از کون افغانستان بخوره",0
الان دخترا میرن ترکیه و دوبی برا تن فروشییکی دوسال دیگه که رفتن عراق و افغانستان بعد تازه میفهمیم چه خبره,0
